ATM_ID,forecast_date,horizon_day,cash_p50,cash_q10,cash_q90,last_known_cash_level,atm_median_withdrawal
ATM_0002,2024-01-30,29,48357.1953125,43032.0625,53600.14453125,97381.0,49806.5
ATM_0002,2024-01-31,30,48861.3125,43487.359375,54089.9453125,97381.0,49806.5
ATM_0003,2023-12-23,1,48772.27734375,44598.2421875,53024.2109375,118610.0,48846.0
ATM_0003,2023-12-24,2,54219.7578125,49890.828125,58493.34765625,118610.0,48846.0
ATM_0003,2023-12-25,3,49971.515625,45724.23828125,54299.78125,118610.0,48846.0
ATM_0003,2023-12-26,4,49334.6640625,45328.4296875,53520.18359375,118610.0,48846.0
ATM_0003,2023-12-27,5,48742.00390625,44747.5390625,52855.12109375,118610.0,48846.0
ATM_0003,2023-12-28,6,49599.0078125,45651.0546875,53578.33203125,118610.0,48846.0
ATM_0003,2023-12-29,7,46037.8203125,42088.609375,50091.40625,118610.0,48846.0
ATM_0003,2023-12-30,8,49032.59375,44993.09375,53023.72265625,118610.0,48846.0
ATM_0003,2023-12-31,9,54554.421875,50373.50390625,58758.8203125,118610.0,48846.0
ATM_0003,2024-01-01,10,49970.74609375,45926.046875,54292.6953125,118610.0,48846.0
ATM_0003,2024-01-02,11,49580.3515625,45648.8515625,53959.484375,118610.0,48846.0
ATM_0003,2024-01-03,12,48885.9296875,44873.875,52894.99609375,118610.0,48846.0
ATM_0003,2024-01-04,13,49379.03515625,45150.6953125,53674.0859375,118610.0,48846.0
ATM_0003,2024-01-05,14,45849.66015625,41935.20703125,50301.15234375,118610.0,48846.0
ATM_0003,2024-01-06,15,48733.8203125,44609.359375,53331.45703125,118610.0,48846.0
ATM_0003,2024-01-07,16,54070.171875,49665.64453125,58610.578125,118610.0,48846.0
ATM_0003,2024-01-08,17,49537.21875,45329.3984375,54328.9765625,118610.0,48846.0
ATM_0003,2024-01-09,18,49407.14453125,45238.26953125,54155.40234375,118610.0,48846.0
ATM_0003,2024-01-10,19,48847.625,44537.7109375,53612.0,118610.0,48846.0
ATM_0003,2024-01-11,20,49553.921875,45246.9765625,54185.84375,118610.0,48846.0
ATM_0003,2024-01-12,21,45945.296875,41874.05078125,50741.0078125,118610.0,48846.0
ATM_0003,2024-01-13,22,48774.0234375,44525.7265625,53497.69921875,118610.0,48846.0
ATM_0003,2024-01-14,23,54230.39453125,49868.55859375,58898.69140625,118610.0,48846.0
ATM_0003,2024-01-15,24,49860.6328125,45641.46875,54842.91796875,118610.0,48846.0
ATM_0003,2024-01-16,25,49359.5,45058.1796875,54316.7109375,118610.0,48846.0
ATM_0003,2024-01-17,26,48787.28515625,44489.703125,53520.0859375,118610.0,48846.0
ATM_0003,2024-01-18,27,49480.21875,45179.47265625,54215.17578125,118610.0,48846.0
ATM_0003,2024-01-19,28,45954.6796875,41839.3359375,50727.640625,118610.0,48846.0
ATM_0003,2024-01-20,29,48961.08203125,44759.328125,53835.375,118610.0,48846.0
ATM_0003,2024-01-21,30,54424.49609375,49896.90234375,59315.1640625,118610.0,48846.0
ATM_0004,2024-01-02,1,50663.76171875,45751.3515625,55978.84765625,88663.0,48532.5
ATM_0004,2024-01-03,2,39887.5625,34956.72265625,45460.0546875,88663.0,48532.5
ATM_0004,2024-01-04,3,55354.2421875,50284.22265625,60664.43359375,88663.0,48532.5
ATM_0004,2024-01-05,4,48292.796875,43521.08984375,53335.1796875,88663.0,48532.5
ATM_0004,2024-01-06,5,50901.1484375,46426.3828125,55737.6015625,88663.0,48532.5
ATM_0004,2024-01-07,6,46366.72265625,42307.6484375,51226.60546875,88663.0,48532.5
ATM_0004,2024-01-08,7,51040.46875,46781.234375,55989.890625,88663.0,48532.5
ATM_0004,2024-01-09,8,50338.92578125,45780.484375,55404.921875,88663.0,48532.5
ATM_0004,2024-01-10,9,39964.07421875,35316.890625,45241.61328125,88663.0,48532.5
ATM_0004,2024-01-11,10,55108.4140625,50141.02734375,60214.30859375,88663.0,48532.5
ATM_0004,2024-01-12,11,47948.23828125,43043.9140625,52918.7109375,88663.0,48532.5
ATM_0004,2024-01-13,12,50565.11328125,46083.60546875,55431.36328125,88663.0,48532.5
ATM_0004,2024-01-14,13,46831.14453125,42302.5703125,51813.9296875,88663.0,48532.5
ATM_0004,2024-01-15,14,52092.87890625,47206.8359375,56782.3359375,88663.0,48532.5
ATM_0004,2024-01-16,15,50722.1328125,45525.3984375,55736.140625,88663.0,48532.5
ATM_0004,2024-01-17,16,40661.3828125,35693.11328125,46050.3984375,88663.0,48532.5
ATM_0004,2024-01-18,17,55755.1796875,50438.83203125,60868.0078125,88663.0,48532.5
ATM_0004,2024-01-19,18,49175.4765625,43989.28515625,54093.76953125,88663.0,48532.5
ATM_0004,2024-01-20,19,51422.0703125,46119.0625,56345.296875,88663.0,48532.5
ATM_0004,2024-01-21,20,47068.3671875,42183.89453125,52278.51171875,88663.0,48532.5
ATM_0004,2024-01-22,21,52205.5234375,46797.55859375,57293.6953125,88663.0,48532.5
ATM_0004,2024-01-23,22,51304.0546875,45888.16015625,56809.72265625,88663.0,48532.5
ATM_0004,2024-01-24,23,40639.34375,35276.53125,46399.828125,88663.0,48532.5
ATM_0004,2024-01-25,24,55879.984375,50467.015625,61212.8984375,88663.0,48532.5
ATM_0004,2024-01-26,25,48693.19140625,43456.8203125,54062.09375,88663.0,48532.5
ATM_0004,2024-01-27,26,51102.890625,45773.2578125,56669.4921875,88663.0,48532.5
ATM_0004,2024-01-28,27,47006.87890625,41734.484375,52422.00390625,88663.0,48532.5
ATM_0004,2024-01-29,28,51542.125,46024.02734375,57113.71484375,88663.0,48532.5
ATM_0004,2024-01-30,29,50364.11328125,44596.26953125,56419.8203125,88663.0,48532.5
ATM_0004,2024-01-31,30,40289.9609375,34672.26953125,46625.3046875,88663.0,48532.5
ATM_0005,2023-12-26,1,65931.40625,56999.48828125,75436.1953125,86597.5,57985.0
ATM_0005,2023-12-27,2,56211.11328125,47270.109375,66269.7734375,86597.5,57985.0
ATM_0005,2023-12-28,3,55782.6015625,46603.359375,65905.0078125,86597.5,57985.0
ATM_0005,2023-12-29,4,47237.08984375,38461.75390625,57337.00390625,86597.5,57985.0
ATM_0005,2023-12-30,5,55589.046875,47199.3359375,65289.078125,86597.5,57985.0
ATM_0005,2023-12-31,6,49180.5078125,41600.53515625,58631.9375,86597.5,57985.0
ATM_0005,2024-01-01,7,62387.78515625,55127.66015625,71278.09375,86597.5,57985.0
ATM_0005,2024-01-02,8,63021.05859375,56137.2109375,71742.0390625,86597.5,57985.0
ATM_0005,2024-01-03,9,55726.25,48614.46875,64615.3359375,86597.5,57985.0
ATM_0005,2024-01-04,10,55487.140625,47907.5625,64735.609375,86597.5,57985.0
ATM_0005,2024-01-05,11,46872.7578125,38712.1875,56067.66796875,86597.5,57985.0
ATM_0005,2024-01-06,12,54666.30078125,46746.140625,63980.046875,86597.5,57985.0
ATM_0005,2024-01-07,13,48030.40625,40314.23046875,57353.5859375,86597.5,57985.0
ATM_0005,2024-01-08,14,61796.30859375,54364.17578125,70375.1171875,86597.5,57985.0
ATM_0005,2024-01-09,15,62517.15625,55034.2890625,70761.8203125,86597.5,57985.0
ATM_0005,2024-01-10,16,55774.95703125,48530.85546875,64530.1875,86597.5,57985.0
ATM_0005,2024-01-11,17,55867.84765625,48389.62890625,64817.71875,86597.5,57985.0
ATM_0005,2024-01-12,18,47162.71484375,39614.171875,56526.3046875,86597.5,57985.0
ATM_0005,2024-01-13,19,55156.9296875,47394.37109375,64477.1875,86597.5,57985.0
ATM_0005,2024-01-14,20,48339.671875,41113.796875,57321.16796875,86597.5,57985.0
ATM_0005,2024-01-15,21,62642.3828125,55674.28515625,71128.0078125,86597.5,57985.0
ATM_0005,2024-01-16,22,62911.91015625,55990.16015625,71319.1875,86597.5,57985.0
ATM_0005,2024-01-17,23,55663.51171875,48594.3984375,64395.8046875,86597.5,57985.0
ATM_0005,2024-01-18,24,55746.75,48251.078125,65163.16015625,86597.5,57985.0
ATM_0005,2024-01-19,25,46885.8359375,38851.3828125,56508.9765625,86597.5,57985.0
ATM_0005,2024-01-20,26,54922.234375,46776.5078125,64804.73828125,86597.5,57985.0
ATM_0005,2024-01-21,27,48430.69921875,40576.9375,57629.7890625,86597.5,57985.0
ATM_0005,2024-01-22,28,62186.8828125,55014.76171875,71377.75,86597.5,57985.0
ATM_0005,2024-01-23,29,63278.36328125,55996.44140625,72140.53125,86597.5,57985.0
ATM_0005,2024-01-24,30,55635.44921875,48139.68359375,64821.9296875,86597.5,57985.0
ATM_0006,2023-12-31,1,56802.7265625,47370.27734375,66438.34375,92929.0,52145.0
ATM_0006,2024-01-01,2,54225.03125,44665.6796875,64238.6640625,92929.0,52145.0
ATM_0006,2024-01-02,3,51608.078125,42248.9765625,61559.63671875,92929.0,52145.0
ATM_0006,2024-01-03,4,53884.5703125,44888.203125,63482.8046875,92929.0,52145.0
ATM_0006,2024-01-04,5,54328.92578125,45576.9453125,63668.4609375,92929.0,52145.0
ATM_0006,2024-01-05,6,48810.53515625,40441.49609375,58015.18359375,92929.0,52145.0
ATM_0006,2024-01-06,7,50794.890625,42007.7890625,59731.23828125,92929.0,52145.0
ATM_0006,2024-01-07,8,53072.13671875,44247.6875,61924.79296875,92929.0,52145.0
ATM_0006,2024-01-08,9,53331.1484375,44470.78125,62483.0703125,92929.0,52145.0
ATM_0006,2024-01-09,10,51862.453125,43036.984375,61037.5703125,92929.0,52145.0
ATM_0006,2024-01-10,11,54116.13671875,44913.75390625,63073.875,92929.0,52145.0
ATM_0006,2024-01-11,12,54053.09765625,44731.38671875,63022.1328125,92929.0,52145.0
ATM_0006,2024-01-12,13,48315.625,39099.9375,57741.75,92929.0,52145.0
ATM_0006,2024-01-13,14,50646.3984375,41411.02734375,59978.58984375,92929.0,52145.0
ATM_0006,2024-01-14,15,53130.140625,43510.44921875,62294.28125,92929.0,52145.0
ATM_0006,2024-01-15,16,53431.671875,44005.4609375,62712.47265625,92929.0,52145.0
ATM_0006,2024-01-16,17,51445.24609375,42100.05078125,60853.1875,92929.0,52145.0
ATM_0006,2024-01-17,18,53671.39453125,44277.3828125,62884.78125,92929.0,52145.0
ATM_0006,2024-01-18,19,54170.953125,44269.28125,63653.3203125,92929.0,52145.0
ATM_0006,2024-01-19,20,48494.7421875,38865.1328125,57971.6796875,92929.0,52145.0
ATM_0006,2024-01-20,21,50288.765625,40624.85546875,59650.73828125,92929.0,52145.0
ATM_0006,2024-01-21,22,52840.4609375,43180.02734375,61841.6953125,92929.0,52145.0
ATM_0006,2024-01-22,23,53297.953125,43792.7890625,62332.828125,92929.0,52145.0
ATM_0006,2024-01-23,24,52486.2734375,42967.09375,61843.6953125,92929.0,52145.0
ATM_0006,2024-01-24,25,54718.6015625,44909.5078125,63920.9140625,92929.0,52145.0
ATM_0006,2024-01-25,26,54151.69921875,44088.86328125,63447.359375,92929.0,52145.0
ATM_0006,2024-01-26,27,48400.4140625,38422.68359375,57398.1875,92929.0,52145.0
ATM_0006,2024-01-27,28,50210.359375,40542.9921875,59172.578125,92929.0,52145.0
ATM_0006,2024-01-28,29,52814.2890625,42871.5,61394.4921875,92929.0,52145.0
ATM_0006,2024-01-29,30,53350.91015625,43214.62109375,62112.05078125,92929.0,52145.0
ATM_0007,2023-12-26,1,54888.60546875,47847.58984375,62267.44140625,111846.0,49894.0
ATM_0007,2023-12-27,2,47725.6796875,40664.41015625,55790.48046875,111846.0,49894.0
ATM_0007,2023-12-28,3,44636.60546875,37566.5546875,53111.5625,111846.0,49894.0
ATM_0007,2023-12-29,4,63457.1484375,56106.09375,71883.2265625,111846.0,49894.0
ATM_0007,2023-12-30,5,49141.9140625,41934.84375,57402.484375,111846.0,49894.0
ATM_0007,2023-12-31,6,52483.3046875,45571.6953125,61239.05859375,111846.0,49894.0
ATM_0007,2024-01-01,7,51436.98046875,44428.52734375,59972.57421875,111846.0,49894.0
ATM_0007,2024-01-02,8,53559.578125,46363.953125,62066.2109375,111846.0,49894.0
ATM_0007,2024-01-03,9,47712.78125,40639.3046875,56314.70703125,111846.0,49894.0
ATM_0007,2024-01-04,10,44927.1015625,37782.8046875,53990.54296875,111846.0,49894.0
ATM_0007,2024-01-05,11,63330.63671875,55708.03515625,72110.875,111846.0,49894.0
ATM_0007,2024-01-06,12,48934.203125,41685.7890625,58443.67578125,111846.0,49894.0
ATM_0007,2024-01-07,13,51889.9453125,44718.4453125,61324.05859375,111846.0,49894.0
ATM_0007,2024-01-08,14,51038.3984375,43904.390625,60092.23828125,111846.0,49894.0
ATM_0007,2024-01-09,15,54262.65234375,46796.87109375,63147.8046875,111846.0,49894.0
ATM_0007,2024-01-10,16,48717.56640625,41442.28515625,58187.30078125,111846.0,49894.0
ATM_0007,2024-01-11,17,45274.8515625,38108.484375,54905.29296875,111846.0,49894.0
ATM_0007,2024-01-12,18,63839.5390625,56441.27734375,73470.859375,111846.0,49894.0
ATM_0007,2024-01-13,19,49599.0390625,42216.87890625,59326.08203125,111846.0,49894.0
ATM_0007,2024-01-14,20,52502.546875,45731.84765625,62205.296875,111846.0,49894.0
ATM_0007,2024-01-15,21,50841.4921875,44007.9921875,60171.609375,111846.0,49894.0
ATM_0007,2024-01-16,22,54059.48046875,47270.734375,63569.109375,111846.0,49894.0
ATM_0007,2024-01-17,23,47730.00390625,40920.7578125,57382.4765625,111846.0,49894.0
ATM_0007,2024-01-18,24,45285.1640625,38135.51171875,55446.4140625,111846.0,49894.0
ATM_0007,2024-01-19,25,63934.765625,56362.7109375,73686.9140625,111846.0,49894.0
ATM_0007,2024-01-20,26,50143.828125,42653.3515625,60431.625,111846.0,49894.0
ATM_0007,2024-01-21,27,52937.3203125,46190.7734375,62934.6171875,111846.0,49894.0
ATM_0007,2024-01-22,28,50808.078125,43484.296875,60702.46875,111846.0,49894.0
ATM_0007,2024-01-23,29,54947.9296875,47956.3046875,64868.41015625,111846.0,49894.0
ATM_0007,2024-01-24,30,48810.06640625,41575.59375,59228.4765625,111846.0,49894.0
ATM_0008,2024-01-02,1,49995.5625,43725.40625,56222.1640625,86459.0,52900.0
ATM_0008,2024-01-03,2,51770.52734375,45529.86328125,57914.3125,86459.0,52900.0
ATM_0008,2024-01-04,3,53581.9453125,47511.5,59667.1640625,86459.0,52900.0
ATM_0008,2024-01-05,4,55798.234375,50038.015625,61506.1328125,86459.0,52900.0
ATM_0008,2024-01-06,5,53204.59765625,47576.5703125,58801.63671875,86459.0,52900.0
ATM_0008,2024-01-07,6,52047.26953125,46742.10546875,57409.0234375,86459.0,52900.0
ATM_0008,2024-01-08,7,51546.640625,46303.3671875,56777.859375,86459.0,52900.0
ATM_0008,2024-01-09,8,51177.12890625,46043.98828125,56279.40234375,86459.0,52900.0
ATM_0008,2024-01-10,9,51952.79296875,46752.72265625,57259.03515625,86459.0,52900.0
ATM_0008,2024-01-11,10,53240.73828125,47979.1796875,58500.16015625,86459.0,52900.0
ATM_0008,2024-01-12,11,55641.921875,50313.0859375,61017.90625,86459.0,52900.0
ATM_0008,2024-01-13,12,52929.25,48017.0546875,58167.61328125,86459.0,52900.0
ATM_0008,2024-01-14,13,51766.63671875,46638.3671875,57329.16796875,86459.0,52900.0
ATM_0008,2024-01-15,14,51942.375,46993.56640625,57160.9296875,86459.0,52900.0
ATM_0008,2024-01-16,15,51342.99609375,46402.70703125,56691.93359375,86459.0,52900.0
ATM_0008,2024-01-17,16,52033.91015625,46997.26171875,57504.11328125,86459.0,52900.0
ATM_0008,2024-01-18,17,53205.4375,48166.41015625,58725.24609375,86459.0,52900.0
ATM_0008,2024-01-19,18,55542.7265625,50439.2890625,61073.74609375,86459.0,52900.0
ATM_0008,2024-01-20,19,52994.26171875,47622.734375,58724.703125,86459.0,52900.0
ATM_0008,2024-01-21,20,52080.03515625,46911.49609375,57823.28515625,86459.0,52900.0
ATM_0008,2024-01-22,21,51642.3984375,46429.23828125,57243.5546875,86459.0,52900.0
ATM_0008,2024-01-23,22,51324.9140625,46307.1875,56768.5625,86459.0,52900.0
ATM_0008,2024-01-24,23,52126.8671875,47011.0546875,57751.66796875,86459.0,52900.0
ATM_0008,2024-01-25,24,53335.78515625,47900.2265625,59103.27734375,86459.0,52900.0
ATM_0008,2024-01-26,25,55520.21875,49902.17578125,61286.9765625,86459.0,52900.0
ATM_0008,2024-01-27,26,53040.0234375,47525.90625,58834.97265625,86459.0,52900.0
ATM_0008,2024-01-28,27,52069.515625,46623.0078125,57808.3046875,86459.0,52900.0
ATM_0008,2024-01-29,28,51691.00390625,46438.88671875,57268.765625,86459.0,52900.0
ATM_0008,2024-01-30,29,51410.69140625,46264.9140625,56963.875,86459.0,52900.0
ATM_0008,2024-01-31,30,52169.47265625,46832.4921875,57842.4375,86459.0,52900.0
ATM_0009,2023-12-31,1,52024.11328125,47889.2890625,55500.69921875,73375.0,51179.5
ATM_0009,2024-01-01,2,52976.171875,48699.8671875,56237.73828125,73375.0,51179.5
ATM_0009,2024-01-02,3,51237.51171875,46868.015625,54497.34765625,73375.0,51179.5
ATM_0009,2024-01-03,4,50499.5,46058.4921875,53751.4296875,73375.0,51179.5
ATM_0009,2024-01-04,5,47497.06640625,42972.39453125,50755.38671875,73375.0,51179.5
ATM_0009,2024-01-05,6,49218.39453125,44735.2578125,52289.109375,73375.0,51179.5
ATM_0009,2024-01-06,7,47685.4375,43326.8359375,50663.6796875,73375.0,51179.5
ATM_0009,2024-01-07,8,52561.3671875,48401.8046875,55262.4609375,73375.0,51179.5
ATM_0009,2024-01-08,9,53027.30078125,48870.35546875,55687.921875,73375.0,51179.5
ATM_0009,2024-01-09,10,51255.7734375,47021.0625,54081.71484375,73375.0,51179.5
ATM_0009,2024-01-10,11,50722.3125,46361.87890625,53861.2734375,73375.0,51179.5
ATM_0009,2024-01-11,12,47648.91015625,43070.6484375,50868.12109375,73375.0,51179.5
ATM_0009,2024-01-12,13,49526.45703125,44902.7265625,52731.12890625,73375.0,51179.5
ATM_0009,2024-01-13,14,47831.0546875,43541.69140625,50902.7578125,73375.0,51179.5
ATM_0009,2024-01-14,15,52743.52734375,48658.74609375,55608.94921875,73375.0,51179.5
ATM_0009,2024-01-15,16,53237.15234375,49144.86328125,55928.65234375,73375.0,51179.5
ATM_0009,2024-01-16,17,51481.9609375,47285.2734375,54307.29296875,73375.0,51179.5
ATM_0009,2024-01-17,18,50676.9453125,46188.265625,53641.00390625,73375.0,51179.5
ATM_0009,2024-01-18,19,47684.16015625,42948.75390625,50916.44921875,73375.0,51179.5
ATM_0009,2024-01-19,20,49498.21484375,44816.6328125,52570.8359375,73375.0,51179.5
ATM_0009,2024-01-20,21,47743.58203125,43199.9921875,50631.9609375,73375.0,51179.5
ATM_0009,2024-01-21,22,52655.125,48192.66015625,55252.73046875,73375.0,51179.5
ATM_0009,2024-01-22,23,53072.37890625,48841.6484375,55728.984375,73375.0,51179.5
ATM_0009,2024-01-23,24,51389.47265625,46976.19921875,54162.1796875,73375.0,51179.5
ATM_0009,2024-01-24,25,50563.90625,45961.49609375,53570.953125,73375.0,51179.5
ATM_0009,2024-01-25,26,47501.578125,42674.49609375,50684.9296875,73375.0,51179.5
ATM_0009,2024-01-26,27,49180.97265625,44540.9921875,52399.50390625,73375.0,51179.5
ATM_0009,2024-01-27,28,47624.23046875,43072.39453125,50520.3125,73375.0,51179.5
ATM_0009,2024-01-28,29,52518.8984375,48269.7265625,55207.6953125,73375.0,51179.5
ATM_0009,2024-01-29,30,52783.57421875,48598.453125,55322.91796875,73375.0,51179.5
ATM_0010,2023-12-28,1,55682.37890625,48427.65625,62562.07421875,123783.0,52770.0
ATM_0010,2023-12-29,2,35126.640625,27830.728515625,42134.80859375,123783.0,52770.0
ATM_0010,2023-12-30,3,46167.5703125,39064.3203125,53068.16015625,123783.0,52770.0
ATM_0010,2023-12-31,4,46324.06640625,39109.203125,52734.8984375,123783.0,52770.0
ATM_0010,2024-01-01,5,53341.77734375,46187.4375,59575.3046875,123783.0,52770.0
ATM_0010,2024-01-02,6,57129.3046875,50258.015625,63523.73046875,123783.0,52770.0
ATM_0010,2024-01-03,7,53589.109375,46353.94140625,60103.0546875,123783.0,52770.0
ATM_0010,2024-01-04,8,56355.21484375,48761.2734375,62803.06640625,123783.0,52770.0
ATM_0010,2024-01-05,9,35039.1015625,27557.98046875,41684.875,123783.0,52770.0
ATM_0010,2024-01-06,10,46294.69140625,38539.9921875,52720.578125,123783.0,52770.0
ATM_0010,2024-01-07,11,46224.37109375,38398.9140625,52477.64453125,123783.0,52770.0
ATM_0010,2024-01-08,12,52553.64453125,45092.1015625,59177.39453125,123783.0,52770.0
ATM_0010,2024-01-09,13,56854.91015625,49096.671875,63736.23828125,123783.0,52770.0
ATM_0010,2024-01-10,14,53597.17578125,45690.7265625,60156.4609375,123783.0,52770.0
ATM_0010,2024-01-11,15,56538.20703125,48252.69921875,63049.99609375,123783.0,52770.0
ATM_0010,2024-01-12,16,35372.17578125,27543.9453125,42514.58203125,123783.0,52770.0
ATM_0010,2024-01-13,17,46182.546875,38174.62109375,52876.28515625,123783.0,52770.0
ATM_0010,2024-01-14,18,46054.28125,38330.84765625,52718.0703125,123783.0,52770.0
ATM_0010,2024-01-15,19,53376.03125,45147.4375,59858.609375,123783.0,52770.0
ATM_0010,2024-01-16,20,56877.09765625,48965.2421875,63551.1640625,123783.0,52770.0
ATM_0010,2024-01-17,21,53594.26171875,45325.59765625,60146.55078125,123783.0,52770.0
ATM_0010,2024-01-18,22,57017.2265625,48812.4609375,63899.59375,123783.0,52770.0
ATM_0010,2024-01-19,23,35270.3203125,27296.5625,42239.953125,123783.0,52770.0
ATM_0010,2024-01-20,24,46208.609375,37969.15625,53081.2421875,123783.0,52770.0
ATM_0010,2024-01-21,25,45897.5859375,38039.54296875,52957.4609375,123783.0,52770.0
ATM_0010,2024-01-22,26,52998.09765625,44966.546875,60088.29296875,123783.0,52770.0
ATM_0010,2024-01-23,27,57005.3671875,48816.3515625,63869.50390625,123783.0,52770.0
ATM_0010,2024-01-24,28,53575.16015625,45191.72265625,60618.80859375,123783.0,52770.0
ATM_0010,2024-01-25,29,56474.46484375,47965.0625,63549.921875,123783.0,52770.0
ATM_0010,2024-01-26,30,34931.16796875,26504.53125,42315.70703125,123783.0,52770.0
ATM_0011,2023-12-29,1,41487.3125,35362.51953125,48592.171875,119814.0,55806.0
